userid, idIoTagent, quality, 400, sample_timestamp, 09:13:08, received timestamp, 16/06:13:11, Message length, 20.867
userid, idIoTagent, quality, 552, sample_timestamp, 10:34:51, received timestamp, 16/07:34:51, Message length, 23.0
userid, idIoTagent, quality, 515, sample_timestamp, 10:34:56, received timestamp, 16/07:35:18, Message length, 22.8
userid, idIoTagent, quality, 520, sample_timestamp, 10:35:01, received timestamp, 16/07:35:18, Message length, 22.8
userid, idIoTagent, quality, 495, sample_timestamp, 10:35:06, received timestamp, 16/07:35:18, Message length, 22.8
userid, idIoTagent, quality, 494, sample_timestamp, 10:35:12, received timestamp, 16/07:35:18, Message length, 22.8
userid, idIoTagent, quality, 499, sample_timestamp, 10:35:17, received timestamp, 16/07:35:18, Message length, 22.8
userid, idIoTagent, quality, 506, sample_timestamp, 10:35:23, received timestamp, 16/07:35:44, Message length, 22.909
userid, idIoTagent, quality, 488, sample_timestamp, 10:35:29, received timestamp, 16/07:35:44, Message length, 22.909
userid, idIoTagent, quality, 485, sample_timestamp, 10:35:34, received timestamp, 16/07:35:44, Message length, 22.909
userid, idIoTagent, quality, 474, sample_timestamp, 10:35:39, received timestamp, 16/07:35:44, Message length, 22.909
userid, idIoTagent, quality, 477, sample_timestamp, 10:35:43, received timestamp, 16/07:35:44, Message length, 22.909
userid, idIoTagent, quality, 496, sample_timestamp, 10:35:56, received timestamp, 16/07:36:10, Message length, 27.0
userid, idIoTagent, quality, 502, sample_timestamp, 10:36:09, received timestamp, 16/07:36:10, Message length, 27.0
userid, idIoTagent, quality, 489, sample_timestamp, 10:36:23, received timestamp, 16/07:36:37, Message length, 26.5
userid, idIoTagent, quality, 454, sample_timestamp, 10:36:36, received timestamp, 16/07:36:37, Message length, 26.5
userid, idIoTagent, quality, 432, sample_timestamp, 10:36:48, received timestamp, 16/07:37:01, Message length, 26.625
userid, idIoTagent, quality, 400, sample_timestamp, 10:37:00, received timestamp, 16/07:37:01, Message length, 26.625
userid, idIoTagent, quality, 400, sample_timestamp, 10:37:17, received timestamp, 16/07:38:06, Message length, 23.9
userid, idIoTagent, quality, 430, sample_timestamp, 10:37:34, received timestamp, 16/07:38:06, Message length, 23.9
userid, idIoTagent, quality, 424, sample_timestamp, 10:37:48, received timestamp, 16/07:38:06, Message length, 23.9
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:03, received timestamp, 16/07:38:06, Message length, 23.9
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:20, received timestamp, 16/07:38:50, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:28, received timestamp, 16/07:38:50, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:36, received timestamp, 16/07:38:50, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:43, received timestamp, 16/07:38:50, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:50, received timestamp, 16/07:38:50, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:38:57, received timestamp, 16/07:39:31, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:05, received timestamp, 16/07:39:31, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:14, received timestamp, 16/07:39:31, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:22, received timestamp, 16/07:39:31, Message length, 22.0
userid, idIoTagent, quality, 410, sample_timestamp, 10:39:31, received timestamp, 16/07:39:31, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:38, received timestamp, 16/07:39:58, Message length, 21.375
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:42, received timestamp, 16/07:39:58, Message length, 21.375
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:47, received timestamp, 16/07:39:58, Message length, 21.375
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:52, received timestamp, 16/07:39:58, Message length, 21.375
userid, idIoTagent, quality, 400, sample_timestamp, 10:39:57, received timestamp, 16/07:39:58, Message length, 21.375
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:02, received timestamp, 16/07:40:26, Message length, 19.571
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:08, received timestamp, 16/07:40:26, Message length, 19.571
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:13, received timestamp, 16/07:40:26, Message length, 19.571
userid, idIoTagent, quality, 412, sample_timestamp, 10:40:19, received timestamp, 16/07:40:26, Message length, 19.571
userid, idIoTagent, quality, 440, sample_timestamp, 10:40:25, received timestamp, 16/07:40:26, Message length, 19.571
userid, idIoTagent, quality, 433, sample_timestamp, 10:40:31, received timestamp, 16/07:40:50, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:35, received timestamp, 16/07:40:50, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:40, received timestamp, 16/07:40:50, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:45, received timestamp, 16/07:40:50, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:49, received timestamp, 16/07:40:50, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:40:54, received timestamp, 16/07:41:17, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:00, received timestamp, 16/07:41:17, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:05, received timestamp, 16/07:41:17, Message length, 22.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:10, received timestamp, 16/07:41:17, Message length, 22.0
userid, idIoTagent, quality, 406, sample_timestamp, 10:41:16, received timestamp, 16/07:41:17, Message length, 22.0
userid, idIoTagent, quality, 415, sample_timestamp, 10:41:22, received timestamp, 16/07:41:42, Message length, 21.5
userid, idIoTagent, quality, 417, sample_timestamp, 10:41:28, received timestamp, 16/07:41:42, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:33, received timestamp, 16/07:41:42, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:37, received timestamp, 16/07:41:42, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:42, received timestamp, 16/07:41:42, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:41:47, received timestamp, 16/07:42:08, Message length, 22.0
userid, idIoTagent, quality, 417, sample_timestamp, 10:41:52, received timestamp, 16/07:42:08, Message length, 22.0
userid, idIoTagent, quality, 445, sample_timestamp, 10:41:57, received timestamp, 16/07:42:08, Message length, 22.0
userid, idIoTagent, quality, 404, sample_timestamp, 10:42:02, received timestamp, 16/07:42:08, Message length, 22.0
userid, idIoTagent, quality, 453, sample_timestamp, 10:42:07, received timestamp, 16/07:42:08, Message length, 22.0
userid, idIoTagent, quality, 408, sample_timestamp, 10:42:13, received timestamp, 16/07:42:35, Message length, 21.286
userid, idIoTagent, quality, 416, sample_timestamp, 10:42:19, received timestamp, 16/07:42:35, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:25, received timestamp, 16/07:42:35, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:31, received timestamp, 16/07:42:35, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:35, received timestamp, 16/07:42:35, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:39, received timestamp, 16/07:43:00, Message length, 22.111
userid, idIoTagent, quality, 453, sample_timestamp, 10:42:44, received timestamp, 16/07:43:00, Message length, 22.111
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:49, received timestamp, 16/07:43:00, Message length, 22.111
userid, idIoTagent, quality, 411, sample_timestamp, 10:42:54, received timestamp, 16/07:43:00, Message length, 22.111
userid, idIoTagent, quality, 400, sample_timestamp, 10:42:59, received timestamp, 16/07:43:00, Message length, 22.111
userid, idIoTagent, quality, 400, sample_timestamp, 10:43:04, received timestamp, 16/07:43:28, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:43:10, received timestamp, 16/07:43:28, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:43:16, received timestamp, 16/07:43:28, Message length, 21.286
userid, idIoTagent, quality, 400, sample_timestamp, 10:43:21, received timestamp, 16/07:43:28, Message length, 21.286
userid, idIoTagent, quality, 471, sample_timestamp, 10:43:27, received timestamp, 16/07:43:28, Message length, 21.286
userid, idIoTagent, quality, 441, sample_timestamp, 10:43:33, received timestamp, 16/07:44:02, Message length, 22.111
userid, idIoTagent, quality, 449, sample_timestamp, 10:43:39, received timestamp, 16/07:44:02, Message length, 22.111
userid, idIoTagent, quality, 439, sample_timestamp, 10:43:46, received timestamp, 16/07:44:02, Message length, 22.111
userid, idIoTagent, quality, 427, sample_timestamp, 10:43:54, received timestamp, 16/07:44:02, Message length, 22.111
userid, idIoTagent, quality, 420, sample_timestamp, 10:44:02, received timestamp, 16/07:44:02, Message length, 22.111
userid, idIoTagent, quality, 495, sample_timestamp, 10:44:10, received timestamp, 16/07:44:42, Message length, 21.5
userid, idIoTagent, quality, 464, sample_timestamp, 10:44:18, received timestamp, 16/07:44:42, Message length, 21.5
userid, idIoTagent, quality, 410, sample_timestamp, 10:44:27, received timestamp, 16/07:44:42, Message length, 21.5
userid, idIoTagent, quality, 414, sample_timestamp, 10:44:34, received timestamp, 16/07:44:42, Message length, 21.5
userid, idIoTagent, quality, 420, sample_timestamp, 10:44:41, received timestamp, 16/07:44:42, Message length, 21.5
userid, idIoTagent, quality, 411, sample_timestamp, 10:44:49, received timestamp, 16/07:45:22, Message length, 22.111
userid, idIoTagent, quality, 412, sample_timestamp, 10:44:56, received timestamp, 16/07:45:22, Message length, 22.111
userid, idIoTagent, quality, 422, sample_timestamp, 10:45:04, received timestamp, 16/07:45:22, Message length, 22.111
userid, idIoTagent, quality, 431, sample_timestamp, 10:45:12, received timestamp, 16/07:45:22, Message length, 22.111
userid, idIoTagent, quality, 435, sample_timestamp, 10:45:21, received timestamp, 16/07:45:22, Message length, 22.111
userid, idIoTagent, quality, 459, sample_timestamp, 10:45:30, received timestamp, 16/07:45:59, Message length, 21.5
userid, idIoTagent, quality, 441, sample_timestamp, 10:45:37, received timestamp, 16/07:45:59, Message length, 21.5
userid, idIoTagent, quality, 436, sample_timestamp, 10:45:43, received timestamp, 16/07:45:59, Message length, 21.5
userid, idIoTagent, quality, 428, sample_timestamp, 10:45:51, received timestamp, 16/07:45:59, Message length, 21.5
userid, idIoTagent, quality, 452, sample_timestamp, 10:45:58, received timestamp, 16/07:45:59, Message length, 21.5
userid, idIoTagent, quality, 472, sample_timestamp, 10:46:06, received timestamp, 16/07:46:49, Message length, 22.6
userid, idIoTagent, quality, 472, sample_timestamp, 10:46:18, received timestamp, 16/07:46:49, Message length, 22.6
userid, idIoTagent, quality, 458, sample_timestamp, 10:46:30, received timestamp, 16/07:46:49, Message length, 22.6
userid, idIoTagent, quality, 467, sample_timestamp, 10:46:39, received timestamp, 16/07:46:49, Message length, 22.6
userid, idIoTagent, quality, 465, sample_timestamp, 10:46:48, received timestamp, 16/07:46:49, Message length, 22.6
userid, idIoTagent, quality, 478, sample_timestamp, 10:46:58, received timestamp, 16/07:47:41, Message length, 22.909
userid, idIoTagent, quality, 470, sample_timestamp, 10:47:09, received timestamp, 16/07:47:41, Message length, 22.909
userid, idIoTagent, quality, 435, sample_timestamp, 10:47:20, received timestamp, 16/07:47:41, Message length, 22.909
userid, idIoTagent, quality, 477, sample_timestamp, 10:47:34, received timestamp, 16/07:47:41, Message length, 22.909
userid, idIoTagent, quality, 445, sample_timestamp, 10:47:41, received timestamp, 16/07:47:41, Message length, 22.909
userid, idIoTagent, quality, 465, sample_timestamp, 10:47:48, received timestamp, 16/07:48:21, Message length, 23.0
userid, idIoTagent, quality, 438, sample_timestamp, 10:47:55, received timestamp, 16/07:48:21, Message length, 23.0
userid, idIoTagent, quality, 442, sample_timestamp, 10:48:03, received timestamp, 16/07:48:21, Message length, 23.0
userid, idIoTagent, quality, 463, sample_timestamp, 10:48:12, received timestamp, 16/07:48:21, Message length, 23.0
userid, idIoTagent, quality, 445, sample_timestamp, 10:48:20, received timestamp, 16/07:48:21, Message length, 23.0
userid, idIoTagent, quality, 435, sample_timestamp, 10:48:29, received timestamp, 16/07:48:59, Message length, 22.6
userid, idIoTagent, quality, 444, sample_timestamp, 10:48:36, received timestamp, 16/07:48:59, Message length, 22.6
userid, idIoTagent, quality, 407, sample_timestamp, 10:48:43, received timestamp, 16/07:48:59, Message length, 22.6
userid, idIoTagent, quality, 424, sample_timestamp, 10:48:50, received timestamp, 16/07:48:59, Message length, 22.6
userid, idIoTagent, quality, 429, sample_timestamp, 10:48:58, received timestamp, 16/07:48:59, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:06, received timestamp, 16/07:49:38, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:14, received timestamp, 16/07:49:38, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:23, received timestamp, 16/07:49:38, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:31, received timestamp, 16/07:49:38, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:38, received timestamp, 16/07:49:38, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:45, received timestamp, 16/07:50:18, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:49:52, received timestamp, 16/07:50:18, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:50:00, received timestamp, 16/07:50:18, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:50:06, received timestamp, 16/07:50:18, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:50:17, received timestamp, 16/07:50:18, Message length, 22.6
userid, idIoTagent, quality, 400, sample_timestamp, 10:50:29, received timestamp, 16/07:50:43, Message length, 27.286
userid, idIoTagent, quality, 410, sample_timestamp, 10:50:38, received timestamp, 16/07:50:43, Message length, 27.286
userid, idIoTagent, quality, 429, sample_timestamp, 10:50:47, received timestamp, 16/07:51:09, Message length, 25.222
userid, idIoTagent, quality, 400, sample_timestamp, 10:50:57, received timestamp, 16/07:51:09, Message length, 25.222
userid, idIoTagent, quality, 401, sample_timestamp, 10:51:08, received timestamp, 16/07:51:09, Message length, 25.222
userid, idIoTagent, quality, 400, sample_timestamp, 10:51:20, received timestamp, 16/07:51:50, Message length, 24.0
userid, idIoTagent, quality, 433, sample_timestamp, 10:51:31, received timestamp, 16/07:51:50, Message length, 24.0
userid, idIoTagent, quality, 431, sample_timestamp, 10:51:40, received timestamp, 16/07:51:50, Message length, 24.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:51:50, received timestamp, 16/07:51:50, Message length, 24.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:52:00, received timestamp, 16/07:52:50, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:52:11, received timestamp, 16/07:52:50, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:52:22, received timestamp, 16/07:52:50, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:52:33, received timestamp, 16/07:52:50, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:52:49, received timestamp, 16/07:52:50, Message length, 23.0
userid, idIoTagent, quality, 400, sample_timestamp, 10:53:02, received timestamp, 16/07:53:55, Message length, 22.333
userid, idIoTagent, quality, 400, sample_timestamp, 10:53:16, received timestamp, 16/07:53:55, Message length, 22.333
userid, idIoTagent, quality, 400, sample_timestamp, 10:53:30, received timestamp, 16/07:53:55, Message length, 22.333
userid, idIoTagent, quality, 400, sample_timestamp, 10:53:42, received timestamp, 16/07:53:55, Message length, 22.333
userid, idIoTagent, quality, 400, sample_timestamp, 10:53:54, received timestamp, 16/07:53:55, Message length, 22.333
userid, idIoTagent, quality, 406, sample_timestamp, 10:55:08, received timestamp, 16/07:55:18, Message length, 20.867
userid, idIoTagent, quality, 405, sample_timestamp, 10:55:10, received timestamp, 16/07:55:18, Message length, 20.867
userid, idIoTagent, quality, 444, sample_timestamp, 10:55:13, received timestamp, 16/07:55:18, Message length, 20.867
userid, idIoTagent, quality, 432, sample_timestamp, 10:55:15, received timestamp, 16/07:55:18, Message length, 20.867
userid, idIoTagent, quality, 405, sample_timestamp, 10:55:17, received timestamp, 16/07:55:18, Message length, 20.867
userid, idIoTagent, quality, 422, sample_timestamp, 10:55:20, received timestamp, 16/07:55:31, Message length, 20.867
userid, idIoTagent, quality, 430, sample_timestamp, 10:55:22, received timestamp, 16/07:55:31, Message length, 20.867
userid, idIoTagent, quality, 460, sample_timestamp, 10:55:25, received timestamp, 16/07:55:31, Message length, 20.867
userid, idIoTagent, quality, 479, sample_timestamp, 10:55:28, received timestamp, 16/07:55:31, Message length, 20.867
userid, idIoTagent, quality, 507, sample_timestamp, 10:55:30, received timestamp, 16/07:55:31, Message length, 20.867
userid, idIoTagent, quality, 531, sample_timestamp, 10:55:33, received timestamp, 16/07:55:45, Message length, 20.8
userid, idIoTagent, quality, 551, sample_timestamp, 10:55:36, received timestamp, 16/07:55:45, Message length, 20.8
userid, idIoTagent, quality, 544, sample_timestamp, 10:55:38, received timestamp, 16/07:55:45, Message length, 20.8
userid, idIoTagent, quality, 513, sample_timestamp, 10:55:41, received timestamp, 16/07:55:45, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:44, received timestamp, 16/07:55:45, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:47, received timestamp, 16/07:55:59, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:50, received timestamp, 16/07:55:59, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:53, received timestamp, 16/07:55:59, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:56, received timestamp, 16/07:55:59, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:55:59, received timestamp, 16/07:55:59, Message length, 20.8
userid, idIoTagent, quality, 400, sample_timestamp, 10:56:01, received timestamp, 16/07:56:10, Message length, 20.867
userid, idIoTagent, quality, 423, sample_timestamp, 10:56:03, received timestamp, 16/07:56:10, Message length, 20.867
userid, idIoTagent, quality, 467, sample_timestamp, 10:56:05, received timestamp, 16/07:56:10, Message length, 20.867
userid, idIoTagent, quality, 509, sample_timestamp, 10:56:08, received timestamp, 16/07:56:10, Message length, 20.867
userid, idIoTagent, quality, 569, sample_timestamp, 10:56:10, received timestamp, 16/07:56:10, Message length, 20.867
userid, idIoTagent, quality, 593, sample_timestamp, 10:56:12, received timestamp, 16/07:56:23, Message length, 20.867
userid, idIoTagent, quality, 611, sample_timestamp, 10:56:15, received timestamp, 16/07:56:23, Message length, 20.867
userid, idIoTagent, quality, 566, sample_timestamp, 10:56:17, received timestamp, 16/07:56:23, Message length, 20.867
userid, idIoTagent, quality, 581, sample_timestamp, 10:56:20, received timestamp, 16/07:56:23, Message length, 20.867
userid, idIoTagent, quality, 522, sample_timestamp, 10:56:22, received timestamp, 16/07:56:23, Message length, 20.867
userid, idIoTagent, quality, 522, sample_timestamp, 10:56:27, received timestamp, 16/07:57:10, Message length, 21.5
userid, idIoTagent, quality, 486, sample_timestamp, 10:56:38, received timestamp, 16/07:57:10, Message length, 21.5
userid, idIoTagent, quality, 515, sample_timestamp, 10:56:49, received timestamp, 16/07:57:10, Message length, 21.5
userid, idIoTagent, quality, 487, sample_timestamp, 10:57:01, received timestamp, 16/07:57:10, Message length, 21.5
userid, idIoTagent, quality, 487, sample_timestamp, 10:57:10, received timestamp, 16/07:57:10, Message length, 21.5
userid, idIoTagent, quality, 463, sample_timestamp, 10:57:19, received timestamp, 16/07:57:58, Message length, 22.0
userid, idIoTagent, quality, 520, sample_timestamp, 10:57:30, received timestamp, 16/07:57:58, Message length, 22.0
userid, idIoTagent, quality, 473, sample_timestamp, 10:57:41, received timestamp, 16/07:57:58, Message length, 22.0
userid, idIoTagent, quality, 452, sample_timestamp, 10:57:49, received timestamp, 16/07:57:58, Message length, 22.0
userid, idIoTagent, quality, 496, sample_timestamp, 10:57:58, received timestamp, 16/07:57:58, Message length, 22.0
userid, idIoTagent, quality, 474, sample_timestamp, 10:58:05, received timestamp, 16/07:58:36, Message length, 21.5
userid, idIoTagent, quality, 453, sample_timestamp, 10:58:12, received timestamp, 16/07:58:36, Message length, 21.5
userid, idIoTagent, quality, 469, sample_timestamp, 10:58:19, received timestamp, 16/07:58:36, Message length, 21.5
userid, idIoTagent, quality, 500, sample_timestamp, 10:58:27, received timestamp, 16/07:58:36, Message length, 21.5
userid, idIoTagent, quality, 441, sample_timestamp, 10:58:35, received timestamp, 16/07:58:36, Message length, 21.5
userid, idIoTagent, quality, 448, sample_timestamp, 10:58:43, received timestamp, 16/07:59:10, Message length, 20.714
userid, idIoTagent, quality, 467, sample_timestamp, 10:58:52, received timestamp, 16/07:59:10, Message length, 20.714
userid, idIoTagent, quality, 400, sample_timestamp, 10:59:00, received timestamp, 16/07:59:10, Message length, 20.714
userid, idIoTagent, quality, 415, sample_timestamp, 10:59:05, received timestamp, 16/07:59:10, Message length, 20.714
userid, idIoTagent, quality, 443, sample_timestamp, 10:59:09, received timestamp, 16/07:59:10, Message length, 20.714
userid, idIoTagent, quality, 475, sample_timestamp, 10:59:14, received timestamp, 16/07:59:35, Message length, 21.5
userid, idIoTagent, quality, 479, sample_timestamp, 10:59:19, received timestamp, 16/07:59:35, Message length, 21.5
userid, idIoTagent, quality, 449, sample_timestamp, 10:59:24, received timestamp, 16/07:59:35, Message length, 21.5
userid, idIoTagent, quality, 490, sample_timestamp, 10:59:29, received timestamp, 16/07:59:35, Message length, 21.5
userid, idIoTagent, quality, 494, sample_timestamp, 10:59:35, received timestamp, 16/07:59:35, Message length, 21.5
userid, idIoTagent, quality, 477, sample_timestamp, 10:59:40, received timestamp, 16/08:00:02, Message length, 21.143
userid, idIoTagent, quality, 518, sample_timestamp, 10:59:46, received timestamp, 16/08:00:02, Message length, 21.143
userid, idIoTagent, quality, 475, sample_timestamp, 10:59:52, received timestamp, 16/08:00:02, Message length, 21.143
userid, idIoTagent, quality, 400, sample_timestamp, 10:59:58, received timestamp, 16/08:00:02, Message length, 21.143
userid, idIoTagent, quality, 421, sample_timestamp, 11:00:02, received timestamp, 16/08:00:02, Message length, 21.143
userid, idIoTagent, quality, 479, sample_timestamp, 11:00:07, received timestamp, 16/08:00:32, Message length, 22.111
userid, idIoTagent, quality, 465, sample_timestamp, 11:00:11, received timestamp, 16/08:00:32, Message length, 22.111
userid, idIoTagent, quality, 400, sample_timestamp, 11:00:16, received timestamp, 16/08:00:32, Message length, 22.111
userid, idIoTagent, quality, 432, sample_timestamp, 11:00:24, received timestamp, 16/08:00:32, Message length, 22.111
userid, idIoTagent, quality, 511, sample_timestamp, 11:00:32, received timestamp, 16/08:00:32, Message length, 22.111
userid, idIoTagent, quality, 545, sample_timestamp, 11:00:40, received timestamp, 16/08:01:12, Message length, 21.5
userid, idIoTagent, quality, 525, sample_timestamp, 11:00:49, received timestamp, 16/08:01:12, Message length, 21.5
userid, idIoTagent, quality, 566, sample_timestamp, 11:00:58, received timestamp, 16/08:01:12, Message length, 21.5
userid, idIoTagent, quality, 400, sample_timestamp, 11:01:04, received timestamp, 16/08:01:12, Message length, 21.5
userid, idIoTagent, quality, 435, sample_timestamp, 11:01:11, received timestamp, 16/08:01:12, Message length, 21.5
userid, idIoTagent, quality, 517, sample_timestamp, 11:01:18, received timestamp, 16/08:01:52, Message length, 21.5
userid, idIoTagent, quality, 540, sample_timestamp, 11:01:26, received timestamp, 16/08:01:52, Message length, 21.5
userid, idIoTagent, quality, 500, sample_timestamp, 11:01:34, received timestamp, 16/08:01:52, Message length, 21.5
userid, idIoTagent, quality, 483, sample_timestamp, 11:01:40, received timestamp, 16/08:01:52, Message length, 21.5
userid, idIoTagent, quality, 478, sample_timestamp, 11:01:51, received timestamp, 16/08:01:52, Message length, 21.5
userid, idIoTagent, quality, 432, sample_timestamp, 11:02:02, received timestamp, 16/08:02:43, Message length, 22.111
userid, idIoTagent, quality, 467, sample_timestamp, 11:02:11, received timestamp, 16/08:02:43, Message length, 22.111
userid, idIoTagent, quality, 510, sample_timestamp, 11:02:21, received timestamp, 16/08:02:43, Message length, 22.111
userid, idIoTagent, quality, 501, sample_timestamp, 11:02:31, received timestamp, 16/08:02:43, Message length, 22.111
userid, idIoTagent, quality, 501, sample_timestamp, 11:02:42, received timestamp, 16/08:02:43, Message length, 22.111
userid, idIoTagent, quality, 470, sample_timestamp, 11:02:54, received timestamp, 16/08:03:24, Message length, 22.111
userid, idIoTagent, quality, 479, sample_timestamp, 11:03:01, received timestamp, 16/08:03:24, Message length, 22.111
userid, idIoTagent, quality, 457, sample_timestamp, 11:03:08, received timestamp, 16/08:03:24, Message length, 22.111
userid, idIoTagent, quality, 467, sample_timestamp, 11:03:16, received timestamp, 16/08:03:24, Message length, 22.111
userid, idIoTagent, quality, 447, sample_timestamp, 11:03:23, received timestamp, 16/08:03:24, Message length, 22.111
userid, idIoTagent, quality, 441, sample_timestamp, 11:03:31, received timestamp, 16/08:04:04, Message length, 22.0
userid, idIoTagent, quality, 465, sample_timestamp, 11:03:39, received timestamp, 16/08:04:04, Message length, 22.0
userid, idIoTagent, quality, 466, sample_timestamp, 11:03:48, received timestamp, 16/08:04:04, Message length, 22.0
userid, idIoTagent, quality, 477, sample_timestamp, 11:03:57, received timestamp, 16/08:04:04, Message length, 22.0
userid, idIoTagent, quality, 498, sample_timestamp, 11:04:03, received timestamp, 16/08:04:04, Message length, 22.0
userid, idIoTagent, quality, 516, sample_timestamp, 11:04:10, received timestamp, 16/08:04:32, Message length, 25.25
userid, idIoTagent, quality, 524, sample_timestamp, 11:04:15, received timestamp, 16/08:04:32, Message length, 25.25
userid, idIoTagent, quality, 529, sample_timestamp, 11:04:25, received timestamp, 16/08:04:32, Message length, 25.25
userid, idIoTagent, quality, 493, sample_timestamp, 11:04:36, received timestamp, 16/08:04:59, Message length, 25.0
userid, idIoTagent, quality, 510, sample_timestamp, 11:04:48, received timestamp, 16/08:04:59, Message length, 25.0
userid, idIoTagent, quality, 503, sample_timestamp, 11:04:59, received timestamp, 16/08:04:59, Message length, 25.0
userid, idIoTagent, quality, 487, sample_timestamp, 11:05:08, received timestamp, 16/08:05:23, Message length, 26.5
userid, idIoTagent, quality, 491, sample_timestamp, 11:05:18, received timestamp, 16/08:05:23, Message length, 26.5
userid, idIoTagent, quality, 509, sample_timestamp, 11:05:28, received timestamp, 16/08:05:51, Message length, 25.375
userid, idIoTagent, quality, 504, sample_timestamp, 11:05:36, received timestamp, 16/08:05:51, Message length, 25.375
userid, idIoTagent, quality, 474, sample_timestamp, 11:05:45, received timestamp, 16/08:05:51, Message length, 25.375
userid, idIoTagent, quality, 504, sample_timestamp, 11:05:53, received timestamp, 16/08:06:15, Message length, 24.0
userid, idIoTagent, quality, 504, sample_timestamp, 11:06:01, received timestamp, 16/08:06:15, Message length, 24.0
userid, idIoTagent, quality, 479, sample_timestamp, 11:06:08, received timestamp, 16/08:06:15, Message length, 24.0
userid, idIoTagent, quality, 467, sample_timestamp, 11:06:15, received timestamp, 16/08:06:15, Message length, 24.0
userid, idIoTagent, quality, 475, sample_timestamp, 11:06:22, received timestamp, 16/08:06:42, Message length, 25.25
userid, idIoTagent, quality, 518, sample_timestamp, 11:06:30, received timestamp, 16/08:06:42, Message length, 25.25
userid, idIoTagent, quality, 465, sample_timestamp, 11:06:39, received timestamp, 16/08:06:42, Message length, 25.25
